100000
-670511,-750335
-780307,-49075
-695726,-16711
-56559,423674
-206092,-772024
960180,363460
472209,892706
356173,-69472
-133572,-701088
628919,424208
74051,823120
705838,-541686
-408926,640774
615485,-874296
232788,-15604
847982,909864
880035,-715709
724533,-162280
-901649,577624
941639,166707
-445603,651719
863774,-239545
-406519,530077
-890955,231277
-656025,-885389
505509,913975
278858,-934751
-408432,784296
291565,-671923
492033,-453272
-967195,-884206
-777830,-709885
506927,599349
-744766,-654070
740885,87163
534709,-717147
715819,48457
20670,332646
690687,979773
330386,-33873
-450625,818833
66478,-175616
-132865,377502
-978325,-240798
19166,95651
-392615,347993
843618,310331
574012,922353
123227,189726
374167,-114299
-535742,-501055
-634410,894274
-971607,444773
458850,337093
12629,-10896
785546,474328
774233,225836
495969,579838
62235,-316405
890873,-517539
-56099,-253276
750206,-988007
-295929,-220417
942358,-970408
247227,-5773
-819300,958683
346564,619168
-860148,31284
-538657,-493036
-947630,825966
783215,-39036
377207,97519
674174,266647
-835468,-615284
723262,180507
-662830,-568620
276086,-540408
267153,-932685
480656,-592686
746558,869458
-354969,366273
-264976,659974
16684,106394
-887977,-303204
-29528,136749
-929806,-726498
-968462,-887961
756720,-630819
161424,709761
-697045,-24672
300146,-378315
-521805,-224403
283906,-366677
-138297,-34415
947585,157679
-352207,-826351
-526869,44612
981980,680080
859369,4752
-928085,-569217
-234259,-433027
225018,-297041
-78050,-868995
435427,704089
-202614,381850
176090,871864
288725,-899760
647526,191528
810991,-766540
892978,-541575
366871,-16571
-89602,87381
-79013,624014
-825111,-193134
-279689,777138
830957,374723
78845,957302
-777899,-686438
584144,-663266
395991,587763
685220,-111539
-243317,-869649
185819,332158
131022,-823170
-706001,-362276
-825421,474408
568405,234108
263197,-391157
-646400,-474020
799380,-72493
-888770,838426
208518,836059
-569203,-510064
808089,-392535
-556770,-663503
203725,265927
-137583,834722
-100797,594602
944313,-560504
-596854,-135154
-719810,981717
273408,496006
-469962,564265
260824,528654
-45902,-530559
-2784,530445
914943,588662
-481763,352649
-600500,965307
-680153,16700
49816,184169
617919,933955
193382,-453955
13666,648173
928229,-766408
863296,339059
445005,-995376
-691502,-563452
-542348,341649
-854944,-130689
-133693,441465
490126,-292662
590450,946272
554354,257218
887328,897781
733286,30129
-589918,38426
703168,-573668
762009,-711170
-760533,-533684
367811,-1738
-927867,447552
-890354,394920
-750157,17167
-634755,555417
-793860,824646
-162666,167958
3628,-344982
-121993,381266
78032,741815
888704,111364
-787811,-179601
815860,320955
-559298,406100
-235738,991163
-880792,-232073
314598,773009
487909,-882549
-741350,636070
-282775,643762
155005,224335
-355880,-800725
360143,-915634
-809137,677438
4204,448437
-196308,422261
-242323,835405
157043,-629106
-825286,374654
-160289,-945687
-99252,463527
772523,-932492
96504,-863780
-297207,169387
57474,352230
279043,783943
197388,-695018
930164,348055
-683868,-193619
-943584,-312370
-612951,-179430
885336,402607
975501,-699704
-246135,102690
840014,621834
-451324,259494
269303,119497
569909,427110
-727105,-511626
179202,631944
-129935,153956
251137,843988
-588800,99955
-332102,615537
117714,-899359
880153,-790342
-158961,821638
902878,839584
-581786,833181
-976972,-998493
-58980,222424
-33304,307084
757561,-803548
306554,-291705
89670,-164758
-513872,-443887
776444,-16098
995622,545796
-156328,-833934
-45274,-724584
350893,355436
641041,880568
-717759,460010
-651531,7057
124215,-546348
368095,-755340
-787047,-767825
-145185,-931103
935539,476268
-123837,-675918
434337,-928908
-964534,-670254
-409718,962526
719713,-196161
750538,-277447
-756836,969986
917843,551408
-59019,-547658
933372,-38345
-387169,-139521
-438159,-30543
624640,-671985
-672921,-739139
-552647,692570
-551787,-493970
444788,490907
-708911,761893
318343,-507990
-623521,-266207
-225447,102116
176113,559278
702167,649594
-320515,-267741
-571368,-706145
-971126,803341
-528423,101342
-603053,572201
609080,692943
720784,630481
-936769,791021
-91905,318730
124656,-19432
695886,-571486
-358556,-952163
-531261,-689126
454042,371106
-966626,-555071
78455,-987909
-401933,975449
723246,-607178
-980005,-754159
71546,741633
760485,-66949
-832494,-146731
-72347,33466
217300,131900
-712187,-346027
147997,-627812
191533,-670069
-636658,-717620
-12846,421856
-706337,-635281
-315965,-964771
-942156,442288
-620258,862901
838488,857755
279863,-632866
-582872,-831716
-983922,798438
-275496,-977771
407550,690880
-768329,827041
812687,-321324
-459129,804158
-217246,-253571
-369173,-924534
855776,-644561
-130684,537254
-981373,-718865
-873430,-548594
617141,451704
-893730,919917
-691430,595611
356593,-292371
-972397,85759
-668011,-760579
-123309,-989378
-652958,-978085
-646692,-792222
296997,-773903
-608726,762805
615230,716046
-679800,306644
96138,-579654
36573,337040
-67376,-383470
-568039,744819
600576,-564728
-561756,-256723
-931581,-310147
926765,-520919
218031,-2243
137728,-254367
-665976,85087
-681881,-575066
-948418,-849196
810897,-448428
-751243,216654
-34863,222511
27337,-500073
-73728,-31020
147071,-979935
617534,661777
61291,-113561
-961868,-461048
47618,13446
380680,524847
-164319,-629578
-590176,-347907
604472,297662
-954011,103228
-744853,-93792
162582,-843841
460812,127852
-768003,147808
153017,593169
645171,-537167
825387,189185
281410,-490614
318032,884647
219676,-338523
-407931,209660
-640554,227572
-588195,637820
-841268,-352369
822813,-957253
-301209,325868
-152642,-612676
849521,-225882
914328,852691
436467,-929271
199010,-274555
-154,32527
-731218,535288
987932,-47569
-786031,171686
41589,272915
-211158,6958
-596272,-854444
995906,-585471
-573130,-530478
17371,-505103
653984,-293106
430851,308207
-987779,540326
-757907,461159
-713917,268600
425699,507281
-773918,-271762
-614472,-706549
-599183,-515617
-970339,-878138
214938,51756
-999475,-604533
-607666,-13423
-991044,-723741
663406,832894
-808300,-190430
-602811,111879
945063,953901
-516423,-189814
783081,-995362
-102183,153580
-573150,-988694
-931055,844595
552290,961878
425735,398092
406880,-256053
-691781,726119
851559,-808566
-190209,703601
292220,-113201
54329,-911070
-564092,812582
-85234,-121368
-159943,432396
243954,-57166
818778,-669647
-684353,-381634
428437,149208
362869,-171114
975451,-758641
-147119,256502
772438,183137
-547565,106956
-285442,101676
-486076,90483
656090,-375028
352532,-616928
-462014,189559
-413607,537903
750353,426581
-623737,584338
309510,395827
528141,-118102
87475,548684
-888275,-310743
-447555,-525281
-500439,863345
-737980,723001
-453826,-378747
696642,288038
-996563,-122330
-71092,711590
-792112,-686779
95138,-824610
577645,34083
-331244,-553808
521041,450903
130772,-916663
-13969,835056
-209158,-69602
68905,902916
233077,-413726
852764,-266151
144006,287434
960689,345235
125763,-568160
185487,-672096
-494202,836404
997327,87944
125108,-256322
-267428,445912
620181,-420227
831526,-387925
-190443,514361
-380205,-113632
-545888,984928
817399,824340
880859,-478720
-788257,65438
743305,-557386
-255024,-462430
537036,-701668
643265,331926
397490,-714939
-845084,184676
177506,296199
966274,207176
-164517,-253376
-571261,273943
760682,864037
-642769,-692286
-179620,-250273
349873,-406529
634336,-814609
330593,-791561
-134823,-101049
-669151,-327432
159062,801152
403572,-995824
-220849,-433945
-998061,-492079
-54860,-147652
157486,827415
425289,-551246
356558,62344
23116,675611
141039,80024
-740908,486067
148744,543928
-231591,884111
-439170,-363221
719068,513043
-261979,-26609
900262,-433228
-795600,-221497
39215,537677
-923030,47458
375342,738597
541147,112624
-446181,-977164
36801,-193939
496312,674897
-553604,238985
-935126,-944001
-233737,-888800
55672,262242
-506036,418697
342432,-210373
-720818,445249
835201,-1045
262508,3860
328204,34974
965954,-963458
281297,-222053
600986,-114043
112718,392161
-775700,-179968
-323470,84722
-701463,-279255
-743644,799304
904592,240858
-372268,-256654
104085,-812562
-475437,883533
765076,408607
-809082,-156792
540999,-959989
607563,996700
-367712,610108
-546633,-20620
462097,208429
894886,318588
-538021,688551
893169,-560615
790330,-292387
875005,910444
-4122,296753
336542,469190
-609564,611962
-769579,-898361
209580,-467612
-166748,-748765
-483099,-146763
198488,92265
246892,-37024
270428,727313
783516,99619
-731699,154499
35937,548470
-954908,-100893
-900145,473763
783948,-684480
-717663,-530777
-384272,739203
519991,-632355
-475539,-95180
34781,-632826
-746826,345388
448744,-887967
830749,848696
-481705,8050
-188813,471051
150800,758376
349851,94752
-569479,872403
836959,-935514
-992014,-269061
966807,49219
396328,683290
841916,949929
-529965,-393018
994462,-590095
776056,-621588
-946888,-716876
144137,-217184
191522,-722419
-477294,534524
465521,-85760
968607,-716481
679163,-71366
-716595,751930
-484453,-709050
915964,-525844
326521,-868227
440433,-993130
196061,-965519
-829258,930292
675354,-608373
-712853,-520385
933279,821455
-772653,225625
-25784,2032
34099,-133915
-954203,-295679
-146729,894539
392427,291814
840671,-319201
106088,503208
-637024,-672597
984175,945907
567534,-441028
24775,401990
147752,856418
473045,784581
-554756,-934434
178003,-618599
906877,-210173
427301,883628
-645715,-980886
398204,621982
525384,-347691
-103773,418298
-88116,838129
-851411,-490295
43736,389350
-922169,-886204
-939107,-82097
701657,377064
-335250,-206568
88251,-314831
-643943,545522
-357946,612445
243046,909818
-596861,149378
-357006,360894
-485920,270610
-797632,-320223
-958632,392378
325172,871612
934163,-182923
-673939,-420954
61356,-125982
914226,-970532
988615,-860765
-633955,509339
440325,-146438
-941099,-623586
236972,-543013
-84436,-299275
-93195,18664
747952,767806
141239,265748
491060,882678
796705,-99412
-117697,180722
241361,-55401
268449,481624
503245,-41498
-88212,615177
897204,-837582
-580855,102779
-408919,-284353
731768,596054
-82604,714794
491112,-945886
144925,830204
534958,-716461
-104696,-75455
-219714,-829767
-577027,-516342
813764,-300091
-427509,238643
-862342,694004
385456,969489
-791556,-919552
-950056,-845642
-842663,473729
-831372,-135016
-603593,-143665
-832609,107453
-809082,233688
74494,-331003
-282036,-722711
-128972,455210
133441,-824147
-853392,288464
733837,181810
889957,187127
426282,-329400
-97767,256478
409751,-77194
541655,496091
222268,-705792
-708808,-935245
123406,956436
986778,-157171
-841661,970992
451713,-506717
-810847,-898038
753628,-353538
-318935,-522159
-666415,319984
95682,-19553
-147421,233973
370334,-930985
758937,293184
-847964,640091
-699219,181389
206518,-521020
-9051,749720
-262737,-123975
-622541,679512
-773564,61116
380809,761490
-150986,-747619
-569890,-943008
-486576,320095
163238,-806750
146408,-665565
551924,93555
966819,-404249
-29127,554488
-817526,138657
950722,256217
796181,-843744
-862150,28172
-978528,-691538
329747,491276
185553,458401
-637128,-440810
936426,23484
100598,-295095
73084,-167185
802092,-614699
-617841,-849822
748634,-434844
491314,351912
162118,-106607
939162,641578
171160,-241813
413442,138397
863451,-816116
-576407,-305999
-691303,-668475
-449105,872137
-155326,226054
858729,-331469
-110339,257181
47495,753202
77690,-12865
503186,285081
-391246,-152581
515546,678901
364349,-582026
631206,96851
559384,-843991
-640843,892620
484741,-321930
260337,752994
-759572,997754
830107,-137732
267504,482801
521808,-942693
957646,-280876
-238437,-353839
-347576,955666
-131073,-669254
-59938,-647198
-575029,504130
-684328,-131666
-181210,-914404
991625,-711053
-544570,11696
-72032,651329
422641,-480906
998455,-904004
-709150,435098
615992,-941846
-839830,834319
-888003,623819
-929768,625007
-302644,-134328
-546913,896177
928394,22028
436353,-813281
-740549,-506445
-506740,230265
484379,806267
188189,184658
-347530,-74392
580745,872459
390017,-394722
228382,-861009
466941,-184207
667017,-922989
918593,721579
-248938,-427833
-933944,-838247
-701287,390985
-626027,138541
115337,863201
243132,428651
657198,102838
-444264,106696
-650232,667502
-925499,-493854
-110726,572953
-357595,-57924
-266867,-339927
-461850,381307
424333,-546047
-686931,-830593
396804,859881
-31579,-89721
473275,-691410
-572262,-357041
-605967,293224
917076,-428476
-595495,-366969
86710,-222129
181483,253890
-508940,-416565
-807687,793352
-610712,524761
-41712,917940
737248,-730853
632953,-116943
-287852,-779561
-192018,570909
-855493,51348
523741,-990576
827673,-52476
-911408,-794744
-166616,-40086
500474,-983502
-317436,-464206
-983791,745854
-496280,-964833
728483,152545
-842955,838061
887357,-338644
-289484,-490419
142648,-310228
624967,-586596
885470,219230
-461639,-849263
-568341,-995866
-364868,250560
-83216,-857716
-755272,648354
-538129,-876965
534142,-335715
-579039,924498
942454,428190
336027,248737
351090,-2492
601762,-436039
891720,775644
782200,-734712
764407,-737923
-976933,970749
471841,-348147
68233,-263216
-528829,350922
-984426,807524
-596826,-914879
-862987,-595220
779192,954435
839471,-979299
-710536,-479538
157879,692654
-257800,-186106
48410,819969
50937,10095
189481,224743
658419,-555272
-999920,363997
318450,627692
-850601,-131939
-747129,-37550
958704,-89884
-640984,-10807
785847,304420
363701,-855943
-265236,-314178
603012,-736999
-153251,640744
-547154,357722
307272,239875
-656616,552366
-858471,65422
761354,493579
373899,-469165
-322837,32784
690908,58477
-570326,528425
-725730,-489166
259601,727197
-339976,163390
-596783,-142856
-768262,-537598
941243,301840
270196,828382
-556482,23661
358961,-153845
858245,-234479
-615369,-675035
65290,-15747
-627424,917158
-953746,-544847
-36601,-748431
719701,-463981
462297,867784
-851843,-809634
-917018,630080
-955820,43317
-740256,754867
286016,-20017
-284290,103072
499056,94999
-647688,-31027
667499,-836800
-35605,-760438
-788639,225234
-712597,503600
997125,-631731
-52519,-542892
-653909,-669253
512323,782112
-737377,171491
-969978,568038
825248,-82719
-804840,300230
966733,-160649
595789,457648
-285027,-191904
-628044,841880
-625249,-963418
55832,-97834
101083,447313
-634511,526231
848133,882996
288810,-965704
773318,430925
-79030,-556297
834474,241875
-791614,464169
538629,-601722
-996028,138796
584164,-377257
653015,563484
483792,-83166
705904,697522
-835945,-418668
293435,920687
7686,-506956
202342,697265
-161579,-447
753166,474975
-56470,-657880
-790471,776884
387552,-871717
637334,-663059
591407,-950462
884352,-915135
-565720,-224217
665136,-196312
981365,757076
-386880,363336
-651252,524554
601254,576204
187438,-993802
-365557,-74236
801741,359459
-818468,686825
12869,871600
941533,-713867
536894,-410101
-271775,144591
866866,-482265
-590765,697435
432075,448876
650140,806313
-846794,811114
591101,357262
420273,-748251
522975,-518841
990977,-878785
-868176,538336
340289,497494
-54828,-223432
-412199,942796
240337,-598226
287559,-204723
864593,-306679
85827,-527560
168896,-249098
-464600,999162
571336,477556
200817,-227874
-856545,483437
597010,-566236
52000,737567
-525366,652657
690650,999845
-501473,-406355
900710,333177
461448,-90255
-193302,-674313
-166545,199293
-517773,-954493
-332031,45569
913533,-794230
668787,-7533
-457567,-465039
568020,108624
-952519,-72094
873105,153744
961522,595217
-488232,-215337
225794,-865894
937013,-274935
845207,-788930
-150088,371550
-563650,-622995
-143829,920103
-350753,427902
93158,-229155
-804160,-320654
-852723,-294743
-467387,540623
427280,-871085
121744,-145679
567295,-465911
634607,-390126
404087,-739602
-536585,-155404
606231,618021
-528762,-186680
-871397,-513170
37582,837824
-676201,-383910
146181,639835
-237222,23242
513586,-583551
-399746,-873410
-428385,434392
666036,-454456
493654,499643
-628263,863406
394268,301482
-7018,71511
333539,-664847
-79582,899852
-178026,874855
-931428,-211825
148822,-701102
-210231,-137180
-953952,961417
361057,958444
952195,760111
395265,-539928
454809,-432923
373028,539757
-632955,769849
-99161,-776539
333548,-687630
270851,-352415
-137367,-169322
431391,-149082
-753745,-254338
-427169,496597
956206,505351
191673,29997
794431,-438256
716397,-47702
327325,-877720
561853,125807
-51722,-766357
824627,-674052
289754,335632
740084,616132
645592,65454
-507571,545591
-433812,797842
-997624,-343444
853674,173990
-87310,-664014
-188837,702373
150093,658413
-210439,407099
-837301,540262
-172558,454525
-784616,-737647
493891,-293576
-28839,-783886
921196,228106
-5139,-409638
-546270,-77565
786117,-360658
-658709,665785
-518164,159032
-530350,589553
-535921,847560
247991,-519074
-232568,336902
462386,669159
400694,-143135
156401,-781265
-519124,728672
-585613,768316
-576756,184307
-700053,-65491
-660708,-630886
-858446,-157988
-734693,-191056
-140791,-953177
877300,109494
90507,886735
943877,-795681
501435,-876552
-73261,79294
-143341,633192
859268,575156
176025,857826
916827,-393916
-381553,745988
-61896,-68910
611315,993903
565062,476325
-817005,538076
-360287,130250
-542036,-542852
29190,919923
838555,-292212
146243,-474500
524265,449555
-909462,201366
709010,106262
556796,-653844
48680,766443
439038,200225
805778,43079
-594088,-552013
454925,-907119
630242,-136148
-527598,-862083
326700,564315
-465088,537534
784649,915093
417166,226041
178941,-308972
-495146,-838259
599659,-302200
-970973,-674562
-537537,-261684
879854,-238338
-255548,542990
-827813,-826592
-663892,-918062
612295,661270
-791877,538436
154620,340429
62608,-853153
439321,-225964
-328630,84515
65853,429101
199671,655971
-115243,691090
472060,119129
179330,365989
357596,-323036
860740,53696
-765029,-605503
-385339,-705830
-156269,-900250
-685590,-32169
736042,-311356
-44934,74309
-985917,-322339
-135051,-281303
71425,-665602
15345,-97946
652393,-735009
-123711,-457032
-298339,-51303
-544344,-950410
196993,-616235
-89193,-283405
441289,-254967
436443,-760856
-864252,752554
9309,715965
964208,-688168
-990186,-343737
389405,-89868
-257379,710251
895089,239597
442671,-889329
-996339,-433202
480101,-857265
-942830,-520393
-833070,-647472
-29751,-183833
820381,-341051
946723,817009
552115,-948107
-502622,-159747
629652,139414
4534,-658909
195663,449207
549816,240646
-367191,94822
-245326,-704432
926233,-815391
-21057,628603
-997239,181444
380910,191677
215349,313902
-936917,-393141
893224,-905405
-188964,566915
-807330,18970
-221575,775980
-639692,-402033
-120538,-727796
960223,-979527
-379153,898058
618211,-53367
638353,670321
400886,200617
298959,850573
-925668,-538458
387650,628392
176455,-556174
118671,503224
89113,-486685
-505733,687270
110594,-796880
379603,-849452
905928,-326840
570791,290596
-348009,800010
603648,-366859
-303674,-711295
83987,-543627
-386984,-34264
-83999,780282
-834052,-757420
963428,773858
-120783,631634
398969,-693212
-333585,-848455
280560,108578
284944,476480
738865,796905
-741477,-236020
568510,-101709
350428,238588
986313,-91960
672034,813559
-147040,-577297
75620,-699497
-249735,427163
-392609,-913090
-35613,929755
486109,554082
-353957,312679
-675334,-36929
-798009,-998721
-873576,53788
-682268,-645416
965044,182570
-80382,-959138
196036,-534001
855214,-414275
-449828,103926
103998,-733298
-476621,-177844
-73823,-923035
104676,205390
515593,-907714
-926817,-416448
443399,249074
847152,-910262
-537604,-722297
182464,525583
87619,334162
894960,749930
-223040,-265614
-779558,-550736
-493678,119448
428118,-646559
-932996,-633874
-132258,227834
508725,-393798
-242379,303087
809874,829140
710156,-803748
-922693,-283342
243484,832152
361201,-405977
-657700,-608594
-483834,-318295
507835,-108379
448051,-807604
676468,-349168
556539,242187
-111638,-412647
-783116,-968946
-347999,-922217
739783,-703389
-422570,924983
406639,-343567
-959522,-119575
898134,-871928
392176,-879620
-282752,852209
-457951,93006
53564,843229
620906,233468
-56098,452834
-131785,186787
-444972,156111
-108913,-616774
-52626,255835
-993631,78557
774439,-850403
-495732,-698328
-969288,-84329
-638581,-455454
181669,-852629
183227,484657
792625,201979
-30209,-452455
118883,329149
676663,697263
-972144,-494994
-518861,485049
94535,222022
-833251,91640
744868,-28955
-896940,-133777
-82672,-299303
-75157,695069
-128843,150698
204141,425528
490450,-370529
160693,-473914
-283509,-457244
-229357,180796
586401,-221268
510426,-903531
764406,916531
-587870,443575
422724,148816
-891347,-443102
862249,795439
111365,289562
-641045,-665976
-310019,-755891
-619893,984649
-586219,496927
-464904,-940391
665270,887344
-591091,525615
251840,460349
-228068,524551
617921,-768079
568032,-39700
-900411,88568
553500,682933
165530,337727
-507285,287904
-347269,-806726
-587975,-903275
632206,-689545
-428407,-503094
729524,-622859
535633,492791
476872,-276617
4668,55242
-412189,-71186
919156,656939
922862,487530
752024,-758575
353506,-267326
-121659,-202191
734118,427980
443607,699412
-244160,-298819
-752229,13430
583315,-675806
820372,100049
864685,737616
82820,-6752
-42794,672134
-222884,291885
25259,737024
185943,588442
44527,-74010
-422690,-175808
685540,633188
-722377,-616667
551740,477340
-689764,-775025
311686,-572
-867716,900712
891959,129547
-839248,-83191
-913214,-788952
499482,-426112
692352,-674790
561988,-846694
-411762,-322761
-869318,-881732
-934664,884474
801288,859016
-860905,150260
-268052,435293
588878,-487974
-850285,755593
-971346,-380310
-837163,681532
441224,-169431
85426,657024
-702367,-200413
701834,635747
-364658,198608
-318769,-683265
283233,716347
-301385,-3254
-201571,70343
-273349,-290607
619400,-594910
-566524,744840
-558243,-844509
654784,-869785
-112405,222369
504217,-800301
166200,-863149
844294,994588
613396,-216962
-439190,-92553
-251264,-796585
366834,-279176
804235,29069
-291844,989777
-444754,-843155
-249785,578855
723585,-561861
-602750,-912071
224918,349130
827638,887684
96909,879804
-874949,534319
71569,-790774
-756704,-555594
444686,-872931
-236607,-115354
-852798,616508
684656,-432402
-262179,-468838
837227,-556714
413103,878823
-588252,-362081
-929239,-132670
-427476,-85217
-36201,572978
153757,-481303
-452378,-140529
34135,814248
749176,5471
943235,-260653
76633,-608593
173941,-230510
740092,551260
958254,824412
-731769,912619
-890419,347675
982771,-371588
-57200,651045
-867902,46248
-545908,539336
-512688,-433580
275733,217752
768460,907184
16763,532548
-604388,-873994
-741387,707200
748965,-861953
695517,910070
374024,928238
-307288,-774101
-617550,170878
-118869,902278
676054,550749
-684473,-896414
560901,722348
-806385,828697
-179576,-451114
167097,-864893
-619069,30303
871051,-639061
329790,-840393
-543551,647620
236086,-160547
-368786,739870
-524545,-54085
-1534,-224074
575280,644020
-673717,-420188
473367,-860332
791521,828741
22690,195153
-789046,-607408
-923271,-59439
806151,-871272
-945597,780931
-855728,-535751
10521,-470902
-444884,209090
-72848,286760
-454513,-782774
193264,-948637
515139,749549
-945577,543974
424255,-309166
191315,-666588
-29359,-865488
525279,974462
305489,272825
-148968,583085
349790,16246
961182,39125
369176,-685127
554097,837061
-376836,-234134
406153,-502020
-374521,-235227
-958675,410964
835359,194961
445557,989721
-554585,-551813
250269,110329
339837,430651
-751148,938549
267456,132730
-888075,-539744
-192664,-673093
-268413,296090
-199673,7221
-248135,-288461
-421850,-705063
-468014,126202
542348,708904
-958908,881108
-571403,935451
-2586,540495
937601,531462
-58054,584578
-678020,355618
-123958,992370
989270,-53379
594364,918732
-785636,-446472
-90967,437390
-349577,72173
-412194,151734
-514534,752972
-981459,367797
-187402,-780782
364169,478899
64988,71351
-713141,228989
-787544,-848558
196988,-398166
824690,403532
-577990,-774237
76854,-810754
-307752,388740
306529,-95552
905104,-973853
826629,791534
-743884,-626285
357168,953277
-485232,370622
-340595,-252022
-525105,-647141
739164,981996
-576033,-905445
331748,-385436
852537,-165013
289162,-948875
-435479,-428348
960971,525243
851000,-395230
-306606,555483
454637,86244
-833096,12483
678779,156121
-549201,942749
184767,-857781
-626053,969559
772918,-746372
-905922,-172330
757104,216408
593708,387366
419816,379848
239000,-615305
474024,964250
-491456,998589
-539861,326287
532262,-598124
570794,-614469
176328,462029
523150,-314138
68226,-121175
787857,-41977
176730,-780096
735775,-495334
344836,551564
-921999,-753168
-480651,660941
351705,-149150
329037,-772942
-856270,997264
-866007,-277942
245863,558427
701998,-689747
146,-780976
263432,561464
719531,903822
-145540,-593562
258659,269563
578916,435979
561470,-527036
-297476,381729
326835,-555621
-661200,-584607
-189678,-23244
-105829,-235498
219689,82095
410558,66669
163626,-727293
-523138,-129422
-822255,-307887
476524,-259184
-521252,350563
-403510,534970
-212828,112664
243654,595222
-688948,-460262
-701969,-166974
-202694,-792925
977631,984286
934598,-303645
998187,673741
-669131,106045
-818374,351143
-209285,-372281
700336,-351902
-317792,503760
740019,253301
809732,512030
522106,-984794
398853,-984347
347405,654998
-448810,571136
-394112,-790919
-158285,105622
543185,-880899
607855,-245830
-17411,-251133
919234,-409485
-827935,-968646
-781170,689845
458950,935306
190791,-770293
590767,-510223
537093,665250
98730,-783719
-965308,-592441
441272,-7947
-503242,-111057
-631916,-395761
76043,-583401
310899,-446312
725388,-203840
-484574,-971698
569822,-650787
-900455,389782
446661,-346053
-743887,-996112
934469,105675
414379,793198
818703,224039
332246,502645
-868706,526318
-187673,341966
-346594,-258718
17902,405517
85028,-844329
210642,-931283
962040,-34577
-859880,-578245
-159177,646354
285872,724968
272464,564083
685941,-143322
653014,-689431
-818442,773065
-836730,584704
565824,111002
-299045,826976
-655059,238603
-39856,273315
603747,-705447
627246,-389214
-186968,-943866
39779,997900
324297,-162830
-406342,-145135
768314,-959034
-313356,-465801
607081,479610
50072,749682
684424,-880120
-52081,-528257
778751,527275
911738,889892
-117890,-46431
-568086,997951
-787032,749567
-659817,-624619
815775,-416389
-504719,818075
8611,807684
-176945,-385412
-89073,236795
-235671,468839
816543,-406326
-251758,337898
272847,919601
435769,-216446
-614744,-636447
167558,828939
-913217,935661
302175,766545
895694,-952695
